id,content,nick,score,startTime
1124613560,特效满分 就是有一点层次混乱 总体还算可以.,小刘很忙_,7,1614238680000
1124646321,特效效果不错,毛球小坚果,9,1614238620000
1124645448,很棒，让我看完释放了压力和烦恼,幂芸,8,1614238560000
1124645447,值得一看！！,ZCN776702185,7,1614238560000
1124644816,"特效真是可圈可点！
几个故事的联动也很自然，画面很漂亮，视觉系。
没看过小说，与原著的符合程度不好评价。光从电影讲述的故事来讲，是完整的，但也算不上好故事。比如：Boss为什么要杀空文？交代的不是很清楚。CIO的设定也有点怪怪的，一定要设定成一个弃婴身世吗。
个别部分有些恐怖，许是我胆小吧。
总之，好电影，值得看。",小W负能量满满,9,1614238560000
1124645438,剧情跌宕起伏，特效也非常好,艾斯德斯,10,1614238500000
1124644805,期待第二部！,七blabla,9,1614238500000
1124628062,特效非常震撼我,Deceive191,10,1614238440000
1124646259,一般般，不好看,HdO892002458,5,1614238440000
1124623099,额 真的很无语 特效不错 剧情超级乱 毫无逻辑 还烂尾,工藤别野,1,1614238440000
1124648295,这几年看过最好看的电影,GuY223439299,10,1614238380000
1124644736,打了两个小时瞌睡,神仙吴彦祖,1,1614238320000
1124648243,什么玩意 够离谱的,留下一段回忆,2,1614238260000
1124644708,拍出了梦一样的画面，打斗画面超精彩，主线剧情没有过多勾勒，但始终围绕贯穿，没有太多的烧脑情节，但是这种幻觉感太真实，很好的电影，很值得,_qqn671332475271,10,1614238260000
1124647107,好看，跟朋友一起去的,qGT714813386,10,1614238260000
1124644687,超级好看。太棒了,抱紧幸福的猪830,10,1614238260000
1124628037,春节档最强，好看,GM12987,10,1614238200000
1124648165,很好看的一部电影，推荐大家都去看,aeE797670337,10,1614238140000
1124646122,还行，3d效果不错,鹿男先生,9,1614238020000
1124645240,真的不太好看，剧情太弱了，逻辑硬伤也多，六分给特效,半醉游子,6,1614237900000
1124646066,完美的特效，加上烂到爆的剧情,Lbl512248163,3,1614237840000
1124646024,特效好看，杨幂好帅,Y,10,1614237660000
1124641948,还可以吧，第一次看这种题材的电影,亦鑫66,8,1614237660000
1124645145,好看，喜欢那种阴暗的氛围,_qqxt41414560947,10,1614237540000
1124640992,还好，看的很尽兴,Nyz817643145,9,1614237540000
1124641925,反正我是睡着了,Rod622380607,5,1614237540000
1124644315,额，有点无聊,酸辣小哥V,7,1614237480000
1124645111,挺有意思的、,mWg519116579,10,1614237420000
1124641878,很好看，剧情紧凑，推荐！！冲！,枯木会逢春,10,1614237420000
1124644397,非常好的电影,无无无岸,10,1614237360000
1124640926,特效不错，就是其中有一段把我看睡着了，,良墨墨,8,1614237360000
1124613458,画面不是很好剧情挺好的,￴￴￴￴￴￴￴￴￴￴￴￴￴￴,9,1614237300000
1124603763,来看我大幂幂的，在这部电影中真的很飒，但是这剧情看得我真的好难受，太无聊了，两条世界线切换的还不错，但是两边剧情都不怎么样。。。大boss都好弱啊，于和伟最后来是送人头的吧，特效还可以，但是感觉不如侍神令。,jhyly666,7,1614237300000
1124640896,不错，玄幻感觉十足,Lube晓风,10,1614237300000
1124643873,虎头蛇尾，特效不错，剧情拉跨转折生硬,Soul of Cinder,8,1614237300000
1124643871,这部电影呢跟我以前看过的一部韩剧叫做那个什么漫画非常时期非常的这个嗯相似。感觉他是和电影也相当的不错，有一种奇幻感。,小帅5522330,10,1614237240000
1124613450,我感觉不错，如果可以，我愿意二刷,猪小月半,9,1614237180000
1124643827,完全可以单独拿出来那个世界来拍一个电影，这样混来混去的反而让人没看的欲望，特效可以。最后面如果按照小说来说就是崩了😂😂😂乱来但挺有感觉,tSv471044364,8,1614237120000
1124641760,节奏紧凑，打戏看着非常过瘾。特效是目前看过的影片中最佳的，下次有机会可以再体验一把4D。就是排片太少，等3D巨幕等了好久也没等到好时段。（片尾曲很好听，等彩蛋的时候把片尾曲听完了哈哈，杨幂开车那段好酷，有种自己在副驾驶的感觉）,纯色沫柒,10,1614237060000
1124641750,很好看的一部电影,flY655523606,10,1614237000000
1124638976,挺好看的啊！棒,小曼,10,1614236940000
1124641732,就是觉得特效和故事性都很好，一层一层揭开谜底，自我感觉比唐三好看。。。,starry,10,1614236880000
1124643769,很好看，不×值得让我熬夜,wod304273886,9,1614236880000
1124638948,全程无尿点，非常好看,枫,10,1614236880000
1124640774,挺好看的，就是有些场面有点暴力，个人承受不住，想看的小女生可以带男朋友一起,向日葵女孩,7,1614236880000
1124644211,剧情可以，剪辑有点问题，有些失望,曼myy,7,1614236880000
1124638930,不是我喜欢的类型,Gyj880223,6,1614236820000
1124599930,剧情刚开始看会有一点点懵，看到后面会觉得真的很棒，现实跟小说世界的结合。尤其是屠灵立场的转变，真的非常棒，特效一绝，演技在线，值得一看,晚风,10,1614236820000
1124638915,"情侣厅为什么不是3D
我哭了呀 看完才知道应该是3D",鹿一辞Y,7,1614236760000
1124644177,唯一一个让我看着睡了一个小时的电影，看不懂,ltc618316500,1,1614236760000
1124567007,没搞懂，3d宣传，2d放映。,寂静莫离,0,1614236520000
1124641598,前面看着很困，后面有所好转,ciI748503332,8,1614236400000
1124639911,一般般的🙂🙂,想念lz,6,1614235920000
1124613371,相比画面和特效 剧情是弱了点,zhao.qi,10,1614235920000
1124640493,很好看哦，特效剧情方面都ok,我好喜欢你啊.,10,1614235860000
1124639883,很好，打斗也很精彩,晚V归,10,1614235860000
1124638638,超级好看！！！,陈琪orange,10,1614235800000
1124643386,太好看了，出乎意料的,CW拜托,9,1614235800000
1124639820,电影很好看。,啊哈treec,9,1614235680000
1124639819,好看 就是电影院太破 3D效果没有,Jingyii_,10,1614235680000
1124643335,很好看！       ,bRR676768037,10,1614235620000
1124639795,挺好看的，我喜欢,OFe677720298,9,1614235620000
1124643314,剧情还可以。,摩挲逽,9,1614235560000
1124599842,整体情节很紧凑,Therockkingg,8,1614235500000
1124641350,电影最后烂尾啊,mnl779355458,7,1614235500000
1124639744,特效很棒，演技很棒,Empty Dream♚,10,1614235500000
1124613339,还不错，后面挺感人的,bHM616302871,8,1614235500000
1124638545,好看～有点神秘感,铁公鸡的头盔,8,1614235500000
1124639716,真烂，花了43块钱睡了一觉。,VLc697219419,1,1614235440000
1124638525,挺好的啊，没网上评价的那么次,C´,9,1614235380000
1124599830,好看。情节很新奇,大小大美,10,1614235320000
1124603648,不错，很有意思,康康,10,1614235320000
1124596889,还行吧 特效做的还好,GlockieBrax,9,1614235260000
1124639656,还不错 可以一看,gez955733354,8,1614235260000
1124639638,立意 特效 表演都不错，但故事部分还是有点欠缺的...,大脚胖逗逗,8,1614235200000
